timestamp,pm2.5,pm10,aqi
2024-05-01 18:54:00.009165,2.3100000000000014,4.999999999999998,9.65
2024-05-01 18:55:00.009277,2.328333333333334,4.9033333333333315,9.683333333333334
2024-05-01 18:56:00.009145,2.3533333333333335,4.866666666666665,9.783333333333333
2024-05-01 18:57:00.009143,2.405,4.875,9.966666666666667
2024-05-01 18:58:00.009102,2.441666666666667,4.928333333333333,10.15
2024-05-01 18:59:00.009179,2.5050000000000003,5.028333333333335,10.4
2024-05-01 19:00:00.009239,2.536666666666666,5.068333333333336,10.516666666666667
2024-05-01 19:21:00.009035,2.873333333333333,7.423333333333332,11.983333333333333
2024-05-01 19:22:00.008995,2.8633333333333324,7.334999999999999,11.933333333333334
2024-05-01 19:23:00.009002,2.8266666666666667,7.256666666666667,11.75
2024-05-01 19:24:00.009035,2.78,7.24,11.583333333333334
2024-05-01 19:25:00.009134,2.6233333333333344,7.0616666666666665,10.95
2024-05-01 19:26:00.009132,2.446666666666667,6.744999999999998,10.266666666666667
2024-05-01 19:27:00.009094,2.2916666666666665,6.526666666666667,9.616666666666667
2024-05-01 19:28:00.008808,2.208333333333334,6.281666666666669,9.266666666666667
2024-05-01 19:29:00.008838,2.1166666666666663,6.07166666666667,8.866666666666667
2024-05-01 19:30:00.009148,2.036666666666666,6.083333333333333,8.533333333333333
2024-05-01 19:31:00.008882,1.99,6.214999999999999,8.35
2024-05-01 19:32:00.008834,2.0116666666666667,6.431666666666667,8.45
2024-05-01 19:33:00.008818,2.0316666666666667,6.636666666666666,8.55
2024-05-01 19:34:00.009080,2.036666666666667,6.796666666666665,8.55
2024-05-01 19:35:00.008948,2.1500000000000004,7.018333333333333,9.0
2024-05-01 19:36:00.008859,2.273333333333334,7.325,9.483333333333333
2024-05-01 19:37:00.008916,2.341666666666667,7.540000000000001,9.75
2024-05-01 19:38:00.009033,2.3933333333333335,7.835000000000002,9.95
2024-05-01 19:39:00.008866,2.460000000000001,8.143333333333334,10.233333333333333
2024-05-01 19:40:00.008948,2.4883333333333337,8.295,10.35
2024-05-01 19:41:00.009091,2.4999999999999996,8.326666666666668,10.433333333333334
2024-05-01 19:42:00.009028,2.5183333333333318,8.325,10.5
2024-05-01 19:43:00.009135,2.508333333333333,8.226666666666665,10.466666666666667
2024-05-01 19:44:00.009007,2.5049999999999994,8.251666666666663,10.466666666666667
2024-05-01 19:45:00.008919,2.4749999999999996,8.299999999999997,10.383333333333333
2024-05-01 19:46:00.008901,2.398333333333333,8.466666666666663,10.183333333333334
2024-05-01 19:47:00.009012,2.3483333333333336,8.679999999999998,10.1
2024-05-01 19:48:00.009092,2.25,8.854999999999999,9.866666666666667
2024-05-01 19:49:00.009080,2.118333333333333,8.791666666666664,9.333333333333334
2024-05-01 19:50:00.008811,2.053333333333333,8.719999999999999,9.1
2024-05-01 19:51:00.009086,2.0266666666666664,8.476666666666668,8.966666666666667
2024-05-01 19:52:00.008944,1.9616666666666664,8.163333333333334,8.7
2024-05-01 19:53:00.009104,1.9683333333333328,7.9766666666666675,8.683333333333334
2024-05-01 19:54:00.008968,2.0149999999999997,7.861666666666667,8.866666666666667
2024-05-01 19:55:00.008862,2.0449999999999995,7.776666666666668,8.95
2024-05-01 19:56:00.008910,2.0566666666666666,7.548333333333336,8.883333333333333
2024-05-01 19:57:00.008945,2.065,7.310000000000002,8.8
2024-05-01 19:58:00.008963,2.0666666666666673,6.986666666666666,8.65
2024-05-01 19:59:00.009011,2.136666666666668,6.771666666666664,8.9
2024-05-01 20:00:00.008951,2.1783333333333346,6.583333333333331,9.066666666666666
2024-05-01 21:13:00.008991,1.9149999999999991,4.008333333333333,8.016666666666667
2024-05-01 21:14:00.008991,1.973333333333333,4.035,8.233333333333333
2024-05-01 21:15:00.008845,1.975,3.9766666666666666,8.233333333333333
2024-05-01 21:16:00.008727,1.918333333333333,3.8983333333333334,7.966666666666667
2024-05-01 21:17:00.009012,1.8316666666666663,3.766666666666667,7.65
2024-05-01 21:18:00.009039,1.7316666666666665,3.5950000000000006,7.216666666666667
2024-05-01 21:19:00.008978,1.6566666666666663,3.4383333333333344,6.866666666666666
2024-05-01 21:20:00.008688,1.6316666666666666,3.2133333333333343,6.766666666666667
2024-05-01 21:21:00.008741,1.6316666666666668,2.983333333333334,6.766666666666667
2024-05-01 21:22:00.008811,1.635,2.7999999999999994,6.766666666666667
2024-05-01 21:23:00.009014,1.6933333333333342,2.6966666666666663,7.016666666666667
2024-05-01 21:24:00.008925,1.7683333333333338,2.671666666666666,7.35
2024-05-01 21:25:00.009013,1.81,2.7533333333333325,7.516666666666667
